email_id,agent_name,true_label,prediction,confidence,rag_retrieved_labels,rag_retrieved_ids
5179,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","19712,23026,1693,13724"
4443,linguistic_technical_rag,phishing,phishing,0.8,"phishing,phishing,legitimate,legitimate","23705,28383,7688,12274"
14307,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","29554,15637,4936,5223"
8204,linguistic_technical_rag,legitimate,legitimate,0.95,"phishing,phishing,legitimate,legitimate","20992,26146,6887,6028"
2761,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","10085,27532,2418,2843"
16567,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","20071,26049,15957,16958"
11969,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","9483,3986,12557,12467"
12111,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","18620,9483,12100,14105"
13285,linguistic_technical_rag,legitimate,legitimate,0.85,"phishing,phishing,legitimate,legitimate","14418,17335,11607,25873"
5548,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","29554,27487,8843,6780"
21284,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","29554,14920,6628,8843"
24636,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","20183,17667,2466,25322"
17313,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","27510,20690,22344,16133"
24774,linguistic_technical_rag,legitimate,legitimate,0.95,"phishing,phishing,legitimate,legitimate","27851,24363,25485,25572"
1684,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","26874,23952,25871,11914"
7141,linguistic_technical_rag,legitimate,legitimate,0.9,"phishing,phishing,legitimate,legitimate","15620,28974,25763,25874"
10800,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","15195,10165,11542,10929"
22621,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","26386,26324,6258,7700"
10508,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","14768,23038,7251,16432"
24193,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","24427,10449,7466,12014"
26371,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","24127,15421,21830,6165"
15789,linguistic_technical_rag,phishing,phishing,0.8,"phishing,phishing,legitimate,legitimate","28998,10234,1693,12114"
5177,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","19966,28204,8618,8385"
20308,linguistic_technical_rag,phishing,phishing,0.8,"phishing,phishing,legitimate,legitimate","26528,15744,1295,3465"
7858,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","14920,28408,7634,5701"
20616,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","18914,19107,7658,8338"
25604,linguistic_technical_rag,legitimate,phishing,0.8,"phishing,phishing,legitimate,legitimate","23582,26390,1820,21178"
14163,linguistic_technical_rag,legitimate,legitimate,0.95,"phishing,phishing,legitimate,legitimate","27851,10004,10894,12344"
9749,linguistic_technical_rag,phishing,phishing,0.8,"phishing,phishing,legitimate,legitimate","23906,10439,11399,25134"
6204,linguistic_technical_rag,legitimate,phishing,0.85,"phishing,phishing,legitimate,legitimate","24336,29472,16478,25252"
3918,linguistic_technical_rag,phishing,phishing,0.85,"phishing,phishing,legitimate,legitimate","4007,18879,2637,2799"
27324,linguistic_technical_rag,phishing,phishing,0.8,"phishing,phishing,legitimate,legitimate","10006,24491,13840,10811"
